1.0,0.86,0.93,0.93,0.92,0.94
0.86,1.0,0.76,0.78,0.72,0.72
0.93,0.76,1.0,0.78,0.81,0.86
0.93,0.78,0.78,1.0,0.91,0.86
0.92,0.72,0.81,0.91,1.0,0.84
0.94,0.72,0.86,0.86,0.84,1.0
